iter	Logloss
256	0.428940517
257	0.4289205138
258	0.4288946693
259	0.4288795205
260	0.4288659545
261	0.4288537112
262	0.4288359938
263	0.4288226885
264	0.4288070632
265	0.4287928098
266	0.4287766062
267	0.4287555541
268	0.4287369974
269	0.4287137447
270	0.4286897625
271	0.428660527
272	0.4286424831
273	0.428619361
274	0.4285999387
275	0.4285795885
276	0.428558363
277	0.4285381167
278	0.4285187956
279	0.4284957567
280	0.4284790237
281	0.4284614537
282	0.4284432084
283	0.4284265824
284	0.4284104791
285	0.4283964077
286	0.4283786005
287	0.4283542899
288	0.4283360403
289	0.4283165759
290	0.4282962749
291	0.4282810991
292	0.4282611529
293	0.4282424275
294	0.428225764
295	0.4282094224
296	0.4281846203
297	0.42816663
298	0.4281440148
299	0.4281212952
300	0.4280967971
301	0.4280785336
302	0.4280573534
303	0.4280343378
304	0.4280176572
305	0.4279950825
306	0.4279802433
307	0.4279646416
308	0.4279446716
309	0.4279248187
310	0.4279068786
311	0.4278934829
312	0.427880324
313	0.4278673701
314	0.427854712
315	0.4278369946
316	0.4278177976
317	0.4277973453
318	0.427779539
319	0.4277625966
320	0.4277417162
321	0.4277165847
322	0.4276986214
323	0.4276848712
324	0.4276682412
325	0.4276508544
326	0.4276308365
327	0.4276098337
328	0.4275907254
329	0.4275745759
330	0.4275576094
331	0.4275360784
332	0.4275237732
333	0.4275037091
334	0.4274906434
335	0.4274760729
336	0.4274551382
337	0.427437583
338	0.4274203349
339	0.4274045513
340	0.4273869425
341	0.4273728443
342	0.4273560728
343	0.4273432821
344	0.4273274214
345	0.427311118
346	0.4272923341
347	0.4272753461
348	0.4272623514
349	0.4272482541
350	0.4272299824
351	0.427203227
352	0.4271848735
353	0.4271692072
354	0.4271542418
355	0.4271349791
356	0.4271199041
357	0.427104438
358	0.4270890991
359	0.4270732784
360	0.4270552804
361	0.4270304818
362	0.4270116656
363	0.4269842959
364	0.4269686825
365	0.4269555323
366	0.4269418045
367	0.4269256532
368	0.4269114697
369	0.4268947268
370	0.4268819976
371	0.4268614383
372	0.4268498421
373	0.4268352506
374	0.426822449
375	0.4268034435
376	0.4267879227
377	0.4267705043
378	0.4267551459
379	0.4267417742
380	0.4267294226
381	0.4267129398
382	0.4267014391
383	0.4266835964
384	0.4266672948
385	0.4266510404
386	0.4266345411
387	0.4266175745
388	0.4266023852
389	0.4265896277
390	0.4265730805
391	0.4265558617
392	0.4265452214
393	0.4265299959
394	0.4265155526
395	0.4265052414
396	0.426488445
397	0.4264750777
398	0.426460821
399	0.4264435567
400	0.4264266886
401	0.4264106888
402	0.426394025
403	0.4263798465
404	0.4263662224
405	0.426355374
406	0.4263393057
407	0.4263247864
408	0.4263075898
409	0.4262837154
410	0.4262675014
411	0.4262534092
412	0.4262412851
413	0.4262309407
414	0.4262158738
415	0.4262059057
416	0.4261922456
417	0.4261723705
418	0.4261575889
419	0.426144809
420	0.426131388
421	0.4261146499
422	0.4261009521
423	0.4260839693
424	0.4260711401
425	0.4260543197
426	0.4260369696
427	0.4260192288
428	0.4260053545
429	0.4259970766
430	0.4259845835
431	0.4259733428
432	0.4259602876
433	0.4259385547
434	0.4259228117
435	0.425903615
436	0.4258902258
437	0.4258767813
438	0.4258615791
439	0.4258500687
440	0.4258346572
441	0.4258212785
442	0.4258090769
443	0.4257959034
444	0.425782214
445	0.425768648
446	0.4257532587
447	0.4257421915
448	0.4257276826
449	0.425711734
450	0.4256965597
451	0.425682388
452	0.4256657528
453	0.4256534177
454	0.4256393235
455	0.4256256989
456	0.4256101766
457	0.4255965954
458	0.4255858369
459	0.4255725809
460	0.425561696
461	0.4255456413
462	0.4255332817
463	0.4255227771
464	0.4255070763
465	0.4254931448
466	0.4254769718
467	0.4254638761
468	0.4254526058
469	0.4254382843
470	0.4254289969
471	0.4254166481
472	0.4254044337
473	0.4253902773
474	0.4253785987
475	0.4253675773
476	0.4253536872
477	0.4253439372
478	0.4253282738
479	0.4253154109
480	0.4253012725
481	0.4252890987
482	0.4252766225
483	0.4252637994
484	0.4252450218
485	0.4252334961
486	0.4252198685
487	0.4252035161
488	0.4251901495
489	0.4251765424
490	0.4251613287
491	0.4251481601
492	0.4251377598
493	0.4251271799
494	0.4251129803
495	0.4250989122
496	0.4250872665
497	0.4250732582
498	0.4250597977
499	0.4250437843
500	0.4250320046
501	0.425021543
502	0.4250088232
503	0.4249984513
504	0.4249902195
505	0.424976421
506	0.424965501
507	0.4249524214
508	0.4249396107
509	0.4249273638
510	0.4249156565
511	0.4249052673
512	0.4248941329
513	0.424880709
514	0.4248643645
515	0.4248502266
516	0.4248392274
517	0.4248274381
518	0.4248164611
519	0.4248052445
520	0.4247908478
521	0.4247762742
522	0.424763071
523	0.4247528426
524	0.4247413661
525	0.4247248102
526	0.4247099055
527	0.4247015398
528	0.4246894619
529	0.4246740707
530	0.424662339
531	0.4246508352
532	0.4246382486
533	0.4246258754
534	0.4246143314
535	0.4246049269
536	0.4245935946
537	0.4245862378
538	0.4245727886
539	0.4245632284
540	0.4245507153
541	0.424540328
542	0.4245237719
543	0.4245112227
544	0.4245003872
545	0.4244893892
546	0.4244815638
547	0.4244687593
548	0.4244516968
549	0.4244396235
550	0.4244291558
551	0.4244186219
552	0.4244053517
553	0.4243989392
554	0.4243881624
555	0.4243752507
556	0.4243678198
557	0.4243563371
558	0.4243440836
559	0.4243329747
560	0.4243180266
561	0.4243106068
562	0.424300476
563	0.4242892194
564	0.4242777477
565	0.4242688157
566	0.4242587749
567	0.4242488732
568	0.4242391607
569	0.4242260379
570	0.4242163616
571	0.4242071318
572	0.4241886361
573	0.4241783847
574	0.4241672549
575	0.4241582329
576	0.4241448367
577	0.4241358887
578	0.4241235533
579	0.4241124543
580	0.4241004547
581	0.4240902178
582	0.4240777963
583	0.4240654169
584	0.4240527207
585	0.424041217
586	0.4240316598
587	0.4240220098
588	0.4240109478
589	0.4239985436
590	0.4239881595
591	0.4239762704
592	0.4239650078
593	0.4239559354
594	0.4239474699
595	0.423935558
596	0.423924886
597	0.4239142835
598	0.4239037308
599	0.4238916949
600	0.4238803467
601	0.4238703428
602	0.4238624481
603	0.4238508125
604	0.4238404353
605	0.4238302463
606	0.4238229784
607	0.4238147524
608	0.4238041752
609	0.4237926362
610	0.4237843723
611	0.4237727128
612	0.4237616462
613	0.4237522488
614	0.4237357801
615	0.4237279667
616	0.423716798
617	0.4236991681
618	0.4236852546
619	0.4236758055
620	0.423663137
621	0.4236499835
622	0.4236391428
623	0.4236274922
624	0.4236184828
625	0.4236046169
626	0.4235939089
627	0.4235833165
628	0.4235748812
629	0.4235680602
630	0.4235568764
631	0.4235409703
632	0.4235290398
633	0.4235198422
634	0.4235105091
635	0.4235039255
636	0.423495087
637	0.4234830729
638	0.4234720352
639	0.4234628408
640	0.4234542034
641	0.4234454012
642	0.4234387913
643	0.4234323871
644	0.4234215679
645	0.423411988
646	0.4234035997
647	0.4233939653
648	0.4233820358
649	0.4233714127
650	0.4233613838
651	0.423353637
652	0.4233436819
653	0.4233347071
654	0.4233225537
655	0.4233138779
656	0.4233044148
657	0.4232933307
658	0.4232815415
659	0.4232716539
660	0.42326005
661	0.4232515302
662	0.4232362177
663	0.4232258873
664	0.4232146276
665	0.4232021824
666	0.423195073
667	0.4231863314
668	0.4231751333
669	0.4231644849
670	0.4231571322
671	0.4231483808
672	0.4231450466
673	0.4231368181
674	0.4231257342
675	0.4231163256
676	0.4231063331
677	0.4230942792
678	0.4230782517
679	0.4230698488
680	0.4230597848
681	0.4230515587
682	0.4230424376
683	0.4230350098
684	0.4230273963
685	0.4230198917
686	0.4230089748
687	0.4229993245
688	0.4229895088
689	0.4229820372
690	0.4229713288
691	0.4229588122
692	0.4229475691
693	0.422941941
694	0.4229336577
695	0.4229252024
696	0.4229179472
697	0.4229115955
698	0.4229024133
699	0.4228921325
700	0.4228818113
701	0.4228740198
702	0.4228641297
703	0.4228526884
704	0.4228436011
705	0.4228361719
706	0.422828706
707	0.4228208493
708	0.4228130099
709	0.4228039379
710	0.4227914986
711	0.4227812835
712	0.4227735236
713	0.4227646415
714	0.4227530937
715	0.4227438505
716	0.4227323618
717	0.4227225941
718	0.4227149111
719	0.4227031928
720	0.422690847
721	0.422680382
722	0.4226700915
723	0.4226610626
724	0.4226521812
725	0.4226428565
726	0.422633867
727	0.4226259266
728	0.422618002
729	0.4226100341
730	0.4225990914
731	0.4225903721
732	0.4225805137
733	0.4225707709
734	0.422564682
735	0.4225565894
736	0.4225458132
737	0.4225344923
738	0.4225247417
739	0.4225165545
740	0.4225075378
741	0.4224964082
742	0.4224896468
743	0.4224820041
744	0.4224729116
745	0.422464726
746	0.4224593204
747	0.4224522503
748	0.4224402972
749	0.4224309731
750	0.4224211705
751	0.4224117324
752	0.4224004601
753	0.4223893712
754	0.4223863805
755	0.422374631
756	0.4223600511
757	0.4223511856
758	0.422341973
759	0.4223340992
760	0.4223257029
761	0.4223158043
762	0.4223031904
763	0.4222932635
764	0.4222854694
765	0.4222754019
766	0.4222644764
767	0.4222548348
768	0.4222462075
769	0.4222399863
770	0.4222307779
771	0.4222223992
772	0.4222137185
773	0.4222032178
774	0.4221957499
775	0.4221859284
776	0.4221753535
777	0.4221695632
778	0.4221563871
779	0.4221471088
780	0.4221383252
781	0.4221286201
782	0.4221186827
783	0.4221098081
784	0.4221012837
785	0.4220919089
786	0.4220842624
787	0.4220811398
788	0.4220712501
789	0.4220618942
790	0.4220527671
791	0.4220432168
792	0.4220341072
793	0.4220236867
794	0.422013475
795	0.4220020642
796	0.4219918328
797	0.4219857095
798	0.4219745143
799	0.4219661594
800	0.4219584118
801	0.421951373
802	0.4219432357
803	0.4219350005
804	0.4219271805
805	0.4219200169
806	0.4219083692
807	0.4218991431
808	0.421890908
809	0.4218813868
810	0.4218697091
811	0.4218589447
812	0.4218500023
813	0.4218395465
814	0.4218298753
815	0.4218214092
816	0.4218125964
817	0.4218038275
818	0.4217960334
819	0.4217932204
820	0.4217832935
821	0.4217757971
822	0.4217668647
823	0.4217560336
824	0.4217482887
825	0.421736319
826	0.4217271001
827	0.4217190087
828	0.421706729
829	0.4216993373
830	0.4216898909
831	0.4216802038
832	0.4216699987
833	0.4216620605
834	0.4216528834
835	0.4216420421
836	0.4216343727
837	0.4216254704
838	0.4216190093
839	0.4216152205
840	0.4216083887
841	0.4216005428
842	0.4215912132
843	0.4215843487
844	0.4215743514
845	0.421564242
846	0.4215500214
847	0.4215415165
848	0.4215325797
849	0.4215249779
850	0.4215155976
851	0.4215074539
852	0.4215003896
853	0.421492724
854	0.4214819228
855	0.4214730743
856	0.4214639673
857	0.4214563677
858	0.42144764
859	0.4214397313
860	0.4214308538
861	0.4214233216
862	0.4214196149
863	0.4214091641
864	0.4214001991
865	0.4213918012
866	0.4213819601
867	0.4213707801
868	0.4213617126
869	0.4213534777
870	0.4213424947
871	0.4213345105
872	0.4213231597
873	0.4213159482
874	0.421307709
875	0.4213002755
876	0.4212916272
877	0.4212852021
878	0.4212788878
879	0.4212702259
880	0.421263311
881	0.421253564
882	0.4212472273
883	0.4212399424
884	0.4212331694
885	0.4212214492
886	0.4212126523
887	0.4212058285
888	0.4212000084
889	0.4211930589
890	0.4211855228
891	0.4211771109
892	0.4211688912
893	0.4211608009
894	0.4211503418
895	0.4211419101
896	0.421134551
897	0.4211250876
898	0.4211166485
899	0.4211053357
900	0.4210975381
901	0.421088161
902	0.4210813563
903	0.4210739084
904	0.4210674664
905	0.4210599309
906	0.4210532877
907	0.4210445203
908	0.4210377558
909	0.4210290225
910	0.4210224425
911	0.4210128966
912	0.4210035707
913	0.4209955797
914	0.4209845117
915	0.4209739285
916	0.4209635242
917	0.42095679
918	0.4209466411
919	0.4209395961
920	0.4209303374
921	0.4209229787
922	0.4209150632
923	0.4209078021
924	0.4209004272
925	0.4208924995
926	0.4208848388
927	0.4208772309
928	0.4208698759
929	0.4208622722
930	0.4208542291
931	0.4208473682
932	0.4208380947
933	0.4208302946
934	0.4208239638
935	0.4208156449
936	0.4208054988
937	0.4207973682
938	0.4207850849
939	0.4207759902
940	0.4207678345
941	0.4207609777
942	0.4207544657
943	0.4207460012
944	0.4207392736
945	0.4207318725
946	0.4207224393
947	0.4207146633
948	0.4207046953
949	0.420695979
950	0.4206869356
951	0.4206787671
952	0.4206696078
953	0.420663287
954	0.4206557683
955	0.4206488072
956	0.4206421325
957	0.4206337323
958	0.4206258799
959	0.4206173796
960	0.4206086976
961	0.420597815
962	0.4205892394
963	0.4205827164
964	0.4205755113
965	0.4205683576
966	0.4205602946
967	0.4205502492
968	0.4205436923
969	0.4205346213
970	0.4205266876
971	0.4205177314
972	0.4205099077
973	0.4205010481
974	0.4204932666
975	0.420485868
976	0.4204774987
977	0.4204721242
978	0.4204649277
979	0.4204566167
980	0.4204500253
981	0.4204472395
982	0.4204401219
983	0.4204303079
984	0.4204237794
985	0.4204156908
986	0.4204073392
987	0.4204004473
988	0.4203928394
989	0.4203831066
990	0.4203758595
991	0.420370521
992	0.4203640927
993	0.4203556451
994	0.4203483039
995	0.4203411209
996	0.4203322624
997	0.4203236593
998	0.4203167198
999	0.4203080753
1000	0.4202986897
1001	0.4202915073
1002	0.4202846893
1003	0.4202764165
1004	0.4202682134
1005	0.4202588002
1006	0.420248804
1007	0.4202404974
1008	0.4202320167
1009	0.4202273419
1010	0.4202202019
1011	0.420212242
1012	0.4202078605
1013	0.4201985735
1014	0.4201926928
1015	0.4201845485
1016	0.4201748343
1017	0.4201643999
1018	0.4201575238
1019	0.420151712
1020	0.4201485488
1021	0.4201424465
1022	0.4201325099
1023	0.420128018
1024	0.4201221594
1025	0.4201146849
1026	0.4201052366
1027	0.4200961098
1028	0.4200894055
1029	0.4200827735
1030	0.4200744525
1031	0.4200681579
1032	0.4200600595
1033	0.420054866
1034	0.4200471957
1035	0.4200377516
1036	0.4200285029
1037	0.420017957
1038	0.4200089987
1039	0.4200010759
1040	0.4199949807
1041	0.4199872306
1042	0.4199781908
1043	0.4199705578
1044	0.4199646472
1045	0.4199553869
1046	0.4199464772
1047	0.4199372011
1048	0.4199288475
1049	0.4199217055
1050	0.4199146368
1051	0.4199087407
1052	0.4199009537
1053	0.4198944932
1054	0.4198867553
1055	0.4198791141
1056	0.419870262
1057	0.4198633282
1058	0.4198517945
1059	0.4198458209
1060	0.419840059
1061	0.4198316827
1062	0.4198250773
1063	0.4198173317
1064	0.4198105921
1065	0.4198035618
1066	0.4197984727
1067	0.4197920776
1068	0.4197848097
1069	0.4197775623
1070	0.4197706523
1071	0.419764651
1072	0.419755643
1073	0.4197480536
1074	0.4197393136
1075	0.4197320638
1076	0.4197234391
1077	0.4197125868
1078	0.4197008828
1079	0.419693272
1080	0.4196862983
1081	0.419676265
1082	0.4196686999
1083	0.4196628724
1084	0.4196519398
1085	0.4196442414
1086	0.4196403626
1087	0.419633385
1088	0.4196254389
1089	0.4196159694
1090	0.4196094155
1091	0.4195983343
1092	0.4195915517
1093	0.4195841655
1094	0.4195776894
1095	0.4195685294
1096	0.4195610492
1097	0.4195520946
1098	0.419546166
1099	0.4195399918
1100	0.4195329181
1101	0.4195248671
1102	0.4195151268
1103	0.4195076206
1104	0.4194975741
1105	0.4194917032
1106	0.4194824395
1107	0.4194745659
1108	0.419467672
1109	0.4194608749
1110	0.4194550285
1111	0.4194468147
1112	0.4194400867
1113	0.4194328961
1114	0.4194248437
1115	0.41941923
1116	0.4194119803
1117	0.4194044931
1118	0.4193963448
1119	0.419390168
1120	0.4193805769
1121	0.4193740289
1122	0.4193675815
1123	0.4193590272
1124	0.4193493084
1125	0.4193427435
1126	0.4193330424
1127	0.4193258788
1128	0.4193169226
1129	0.4193102107
1130	0.4193050957
1131	0.4192959066
1132	0.4192881492
1133	0.4192816485
1134	0.4192757498
1135	0.4192675543
1136	0.4192611661
1137	0.4192554104
1138	0.4192489639
1139	0.419241537
1140	0.4192339163
1141	0.4192271608
1142	0.4192208033
1143	0.4192144088
1144	0.4192085173
1145	0.4192008995
1146	0.4191944591
1147	0.4191853206
1148	0.4191777375
1149	0.4191717693
1150	0.419164152
1151	0.4191541538
1152	0.4191476702
1153	0.4191387342
1154	0.4191327006
1155	0.4191261443
1156	0.4191189424
1157	0.4191131093
1158	0.4191035708
1159	0.419094512
1160	0.4190870513
1161	0.4190784884
1162	0.4190696367
1163	0.4190628984
1164	0.4190575788
1165	0.4190494159
1166	0.419041608
1167	0.4190326948
1168	0.4190265826
1169	0.4190174865
1170	0.4190115371
1171	0.419003029
1172	0.4189965422
1173	0.4189890418
1174	0.4189822564
1175	0.4189721006
1176	0.4189644152
1177	0.4189562964
1178	0.418948277
1179	0.4189396158
1180	0.4189317461
1181	0.4189222953
1182	0.418915281
1183	0.4189074139
1184	0.4188994198
1185	0.4188937511
1186	0.4188866994
1187	0.4188786062
1188	0.4188694966
1189	0.418863191
1190	0.4188562896
1191	0.4188499432
1192	0.418842395
1193	0.4188349288
1194	0.4188296343
1195	0.4188233446
1196	0.4188157765
1197	0.4188089078
1198	0.4188018617
1199	0.4187968698
1200	0.4187913408
1201	0.41878236
1202	0.418775473
1203	0.4187672605
1204	0.4187609306
1205	0.4187506596
1206	0.4187436352
1207	0.4187348451
1208	0.418726718
1209	0.4187225365
1210	0.4187151061
1211	0.4187065325
1212	0.4187001101
1213	0.4186927785
1214	0.4186845173
1215	0.4186779145
1216	0.4186708275
1217	0.4186628171
1218	0.4186517987
1219	0.4186449643
1220	0.418638529
1221	0.418633607
1222	0.4186274447
1223	0.4186227699
1224	0.4186164601
1225	0.4186073422
1226	0.4185999788
1227	0.4185944044
1228	0.4185883257
1229	0.4185798563
1230	0.4185726416
1231	0.4185671066
1232	0.4185605299
1233	0.4185535195
1234	0.4185475106
1235	0.4185393095
1236	0.4185306614
1237	0.4185227571
1238	0.4185134377
1239	0.418507244
1240	0.4185014602
1241	0.4184942435
1242	0.4184886204
1243	0.4184795241
1244	0.4184709067
1245	0.4184643409
1246	0.4184569662
1247	0.4184512926
1248	0.4184453461
1249	0.4184372801
1250	0.4184288261
1251	0.4184222423
1252	0.4184142831
1253	0.4184078923
1254	0.4183998123
1255	0.4183909368
1256	0.4183848274
1257	0.4183779068
1258	0.4183714265
1259	0.4183653362
1260	0.4183582211
1261	0.4183519757
1262	0.4183465944
1263	0.4183399398
1264	0.4183328658
1265	0.41832549
1266	0.4183168818
1267	0.4183103185
1268	0.4183039739
1269	0.4182971955
1270	0.4182914516
1271	0.4182840101
1272	0.4182768258
1273	0.418270943
1274	0.4182641144
1275	0.4182575517
1276	0.4182483537
1277	0.4182424986
1278	0.418235809
1279	0.4182293792
1280	0.4182219786
1281	0.4182177918
1282	0.4182117491
1283	0.4182058833
1284	0.4181994496
1285	0.4181900607
1286	0.4181841611
1287	0.4181788004
1288	0.4181740185
1289	0.418167301
1290	0.4181585708
1291	0.4181507857
1292	0.4181439434
1293	0.4181364418
1294	0.4181299295
1295	0.4181254121
1296	0.4181185601
1297	0.4181108546
1298	0.4181044671
1299	0.4180973287
1300	0.4180907413
1301	0.4180853645
1302	0.4180801934
1303	0.4180730069
1304	0.4180656697
1305	0.4180588789
1306	0.4180539888
1307	0.418045376
1308	0.4180384152
1309	0.4180310071
1310	0.4180236621
1311	0.4180188966
1312	0.4180129153
1313	0.4180065754
1314	0.4180009715
1315	0.4179929735
1316	0.417987106
1317	0.4179777344
1318	0.4179714686
1319	0.4179656811
1320	0.417958122
1321	0.4179508393
1322	0.4179427327
1323	0.4179370752
1324	0.4179351771
1325	0.4179272831
1326	0.4179244948
1327	0.4179206012
1328	0.4179131621
1329	0.4179068481
1330	0.4178996041
1331	0.4178936599
1332	0.4178933403
1333	0.4178875636
1334	0.4178811285
1335	0.4178753656
1336	0.4178685927
1337	0.4178603659
1338	0.417854229
1339	0.4178494891
1340	0.4178421522
1341	0.4178352478
1342	0.4178294511
1343	0.417822576
1344	0.4178155638
1345	0.4178083462
1346	0.4178010491
1347	0.4177931776
1348	0.4177860014
1349	0.4177766005
1350	0.4177688818
1351	0.4177628867
1352	0.417755174
1353	0.4177486757
1354	0.4177412538
1355	0.4177327321
1356	0.4177258492
1357	0.4177161456
1358	0.4177085075
1359	0.4177005421
1360	0.4176944068
1361	0.4176858687
1362	0.4176788041
1363	0.4176718529
1364	0.4176663927
1365	0.4176591321
1366	0.4176526385
1367	0.4176452294
1368	0.417637389
1369	0.417628995
1370	0.4176253917
1371	0.4176211134
1372	0.4176142698
1373	0.417606387
1374	0.4175990663
1375	0.4175920753
1376	0.417585183
1377	0.4175799165
1378	0.41757346
1379	0.4175662892
1380	0.4175615027
1381	0.4175552909
1382	0.4175500662
1383	0.4175423973
1384	0.4175354081
1385	0.41753039
1386	0.4175261281
1387	0.4175196824
1388	0.4175124289
1389	0.4175073941
1390	0.4174994956
1391	0.4174924498
1392	0.4174849045
1393	0.4174775135
1394	0.4174713398
1395	0.4174668003
1396	0.4174599201
1397	0.4174527966
1398	0.4174471142
1399	0.4174399104
1400	0.4174339923
1401	0.4174272062
1402	0.4174208259
1403	0.4174140622
1404	0.417406924
1405	0.4173988659
1406	0.4173897024
1407	0.4173837087
1408	0.417375465
1409	0.4173674021
1410	0.4173585641
1411	0.4173505358
1412	0.4173444002
1413	0.4173372579
1414	0.4173327221
1415	0.4173248815
1416	0.4173195181
1417	0.4173118112
1418	0.4173047511
1419	0.41729648
1420	0.4172913574
1421	0.4172849397
1422	0.4172777855
1423	0.4172693946
1424	0.4172631032
1425	0.4172573296
1426	0.4172532224
1427	0.4172473679
1428	0.4172408803
1429	0.4172317981
1430	0.4172255944
1431	0.4172211096
1432	0.417215356
1433	0.417207557
1434	0.4171993388
1435	0.4171902644
1436	0.4171841494
1437	0.4171791029
1438	0.4171712522
1439	0.4171654488
1440	0.4171579196
1441	0.4171527944
1442	0.4171481191
1443	0.4171438123
1444	0.4171383318
1445	0.4171317492
1446	0.4171248256
1447	0.4171186702
1448	0.4171125006
1449	0.4171055328
1450	0.4170992794
1451	0.4170942706
1452	0.4170885657
1453	0.4170836316
1454	0.4170781011
1455	0.4170716574
1456	0.4170652853
1457	0.4170598834
1458	0.4170543623
1459	0.41704885
1460	0.4170404719
1461	0.4170358106
1462	0.41702404
1463	0.4170168234
1464	0.4170087736
1465	0.4170024047
1466	0.4169948835
1467	0.416989719
1468	0.4169816465
1469	0.4169769407
1470	0.4169693035
1471	0.4169612289
1472	0.4169542264
1473	0.4169475917
1474	0.4169415469
1475	0.4169348862
1476	0.4169291827
1477	0.4169221753
1478	0.4169140031
1479	0.4169063987
1480	0.4169012837
1481	0.4168940884
1482	0.4168893046
1483	0.4168837307
1484	0.4168758006
1485	0.4168682707
1486	0.4168640032
1487	0.4168568245
1488	0.4168509273
1489	0.4168443531
1490	0.4168408005
1491	0.4168334715
1492	0.4168287072
1493	0.416820166
1494	0.416812083
1495	0.4168053817
1496	0.4167985955
1497	0.4167916029
1498	0.4167859014
1499	0.416780727
1500	0.4167751106
1501	0.416768643
1502	0.4167608281
1503	0.4167543083
1504	0.41674938
1505	0.4167427021
1506	0.4167346431
1507	0.4167299155
1508	0.4167231397
1509	0.4167171495
1510	0.4167117355
1511	0.416708258
1512	0.4167037225
