iter	Logloss
1513	0.4166980604
1514	0.4166919917
1515	0.4166844902
1516	0.4166761176
1517	0.4166685624
1518	0.4166618478
1519	0.4166576016
1520	0.4166512506
1521	0.4166455841
1522	0.4166387676
1523	0.4166315069
1524	0.4166251859
1525	0.4166185652
1526	0.4166137785
1527	0.4166076186
1528	0.4165998159
1529	0.4165925754
1530	0.4165876154
1531	0.4165803652
1532	0.4165733015
1533	0.416568002
1534	0.4165610374
1535	0.4165555598
1536	0.4165493586
1537	0.4165413799
1538	0.4165374696
1539	0.4165284843
1540	0.4165233957
1541	0.4165158798
1542	0.4165090546
1543	0.416504003
1544	0.4164966809
1545	0.4164903776
1546	0.4164845583
1547	0.4164774368
1548	0.4164718298
1549	0.4164658697
1550	0.4164592667
1551	0.4164532828
1552	0.4164465441
1553	0.4164368787
1554	0.4164289935
1555	0.4164234319
1556	0.416417213
1557	0.4164083058
1558	0.4164007919
1559	0.4163938745
1560	0.4163877658
1561	0.4163811527
1562	0.416374398
1563	0.4163673445
1564	0.416361319
1565	0.4163540144
1566	0.416346605
1567	0.41633905
1568	0.4163310814
1569	0.4163234664
1570	0.416316263
1571	0.4163099675
1572	0.416305327
1573	0.4162996437
1574	0.4162933497
1575	0.4162874946
1576	0.4162802061
1577	0.4162765098
1578	0.4162708915
1579	0.4162640088
1580	0.4162565631
1581	0.4162517034
1582	0.416246601
1583	0.4162390048
1584	0.4162338312
1585	0.4162273329
1586	0.4162224008
1587	0.4162139971
1588	0.41620834
1589	0.4162035117
1590	0.4161985619
1591	0.4161924254
1592	0.4161853484
1593	0.4161793254
1594	0.4161718178
1595	0.416165179
1596	0.4161582864
1597	0.4161513937
1598	0.416143225
1599	0.4161372871
1600	0.4161321357
1601	0.4161268993
1602	0.4161212883
1603	0.4161127831
1604	0.4161069188
1605	0.4160982359
1606	0.4160916125
1607	0.4160844577
1608	0.4160796092
1609	0.4160732748
1610	0.4160667409
1611	0.416060529
1612	0.4160532531
1613	0.41604593
1614	0.4160394151
1615	0.416031026
1616	0.4160254024
1617	0.4160208211
1618	0.4160156529
1619	0.4160098065
1620	0.4160029993
1621	0.4159971046
1622	0.4159883721
1623	0.415982755
1624	0.4159767961
1625	0.4159707922
1626	0.4159638809
1627	0.415956238
1628	0.4159491065
1629	0.4159409473
1630	0.415934101
1631	0.4159269847
1632	0.4159192921
1633	0.4159122454
1634	0.4159047714
1635	0.4158986828
1636	0.4158953701
1637	0.415891012
1638	0.4158862676
1639	0.4158800124
1640	0.4158731036
1641	0.4158687667
1642	0.4158611007
1643	0.4158545035
1644	0.4158477874
1645	0.4158409287
1646	0.4158357938
1647	0.4158310199
1648	0.41582552
1649	0.4158199077
1650	0.4158129456
1651	0.4158071271
1652	0.4157997065
1653	0.4157923719
1654	0.4157805258
1655	0.4157776782
1656	0.4157696695
1657	0.4157620387
1658	0.4157556013
1659	0.4157508033
1660	0.4157445709
1661	0.4157383995
1662	0.4157321038
1663	0.4157244573
1664	0.4157195899
1665	0.415712498
1666	0.4157046099
1667	0.4156984593
1668	0.4156923225
1669	0.4156867085
1670	0.4156817133
1671	0.4156741659
1672	0.415665991
1673	0.415657365
1674	0.415651154
1675	0.4156423004
1676	0.4156351691
1677	0.4156308792
1678	0.4156250947
1679	0.4156206427
1680	0.4156122568
1681	0.4156048516
1682	0.41559647
1683	0.4155893702
1684	0.4155817462
1685	0.415572717
1686	0.4155662179
1687	0.4155576104
1688	0.4155526165
1689	0.4155476595
1690	0.4155413153
1691	0.4155317238
1692	0.4155237373
1693	0.4155169171
1694	0.415510871
1695	0.4155043561
1696	0.4154970061
1697	0.4154897061
1698	0.4154831609
1699	0.4154755049
1700	0.4154711231
1701	0.4154644526
1702	0.4154579256
1703	0.4154501249
1704	0.4154441936
1705	0.4154399135
1706	0.4154315505
1707	0.415425325
1708	0.4154201897
1709	0.4154108192
1710	0.4154034535
1711	0.4153976134
1712	0.4153911695
1713	0.4153857905
1714	0.4153796885
1715	0.4153726433
1716	0.4153657488
1717	0.4153611209
1718	0.4153532572
1719	0.4153486899
1720	0.415343221
1721	0.4153359259
1722	0.4153283751
1723	0.4153222644
1724	0.4153160703
1725	0.4153089115
1726	0.4153016915
1727	0.4152943127
1728	0.4152868416
1729	0.4152818107
1730	0.4152754223
1731	0.415267917
1732	0.4152609285
1733	0.4152535858
1734	0.4152471647
1735	0.4152408989
1736	0.4152327523
1737	0.4152250806
1738	0.4152198707
1739	0.4152123244
1740	0.4152088055
1741	0.4152047744
1742	0.4151991172
1743	0.4151944568
1744	0.4151877297
1745	0.4151814453
1746	0.4151742981
1747	0.4151680123
1748	0.415161411
1749	0.4151544458
1750	0.4151485882
1751	0.4151429624
1752	0.4151382934
1753	0.4151303416
1754	0.4151231501
1755	0.4151174041
1756	0.4151104025
1757	0.4151041387
1758	0.4151001819
1759	0.4150950585
1760	0.4150882855
1761	0.4150818904
1762	0.4150750795
1763	0.4150673011
1764	0.4150617412
1765	0.4150546495
1766	0.4150475736
1767	0.4150418441
1768	0.4150365838
1769	0.4150258064
1770	0.4150179506
1771	0.4150128841
1772	0.4150055975
1773	0.4149998008
1774	0.4149923934
1775	0.4149920375
1776	0.4149862395
1777	0.4149800362
1778	0.4149752081
1779	0.4149682048
1780	0.4149625939
1781	0.4149561745
1782	0.4149492738
1783	0.4149449445
1784	0.4149368277
1785	0.4149302839
1786	0.4149230967
1787	0.4149182125
1788	0.4149117064
1789	0.4149075002
1790	0.4149025875
1791	0.4148975159
1792	0.4148936892
1793	0.4148873287
1794	0.4148813061
1795	0.414876057
1796	0.4148671807
1797	0.4148618082
1798	0.4148576007
1799	0.4148512998
1800	0.4148455516
1801	0.4148395967
1802	0.4148358781
1803	0.414830622
1804	0.4148254132
1805	0.4148190466
1806	0.4148115049
1807	0.4148056504
1808	0.4147986849
1809	0.4147926375
1810	0.4147859865
1811	0.4147797607
1812	0.4147720017
1813	0.4147641065
1814	0.4147577141
1815	0.4147507349
1816	0.4147457594
1817	0.4147405274
1818	0.4147355748
1819	0.414729116
1820	0.4147225785
1821	0.4147158878
1822	0.414709955
1823	0.4147053063
1824	0.4147003624
1825	0.4146939735
1826	0.4146888032
1827	0.4146828095
1828	0.4146762131
1829	0.4146694091
1830	0.414661915
1831	0.4146574844
1832	0.4146506172
1833	0.4146448701
1834	0.4146388898
1835	0.4146324239
1836	0.4146268344
1837	0.414622526
1838	0.4146166476
1839	0.4146102552
1840	0.4146032872
1841	0.4145967199
1842	0.4145880638
1843	0.4145834468
1844	0.4145777207
1845	0.4145711198
1846	0.4145625448
1847	0.4145587753
1848	0.4145535483
1849	0.4145507228
1850	0.4145422709
1851	0.4145365934
1852	0.4145303842
1853	0.4145229881
1854	0.414516107
1855	0.4145109892
1856	0.414504847
1857	0.4144992262
1858	0.4144939823
1859	0.4144873497
1860	0.4144791914
1861	0.414473209
1862	0.4144699337
1863	0.4144640079
1864	0.4144602868
1865	0.4144530379
1866	0.4144474533
1867	0.4144417212
1868	0.4144379725
1869	0.4144335473
1870	0.4144280018
1871	0.4144227787
1872	0.4144169233
1873	0.4144113419
1874	0.4144055883
1875	0.4143989368
1876	0.4143918402
1877	0.4143857206
1878	0.4143800301
1879	0.4143728563
1880	0.4143685953
1881	0.4143633272
1882	0.4143577544
1883	0.4143517464
1884	0.4143442355
1885	0.414339474
1886	0.4143329308
1887	0.4143270151
1888	0.4143211961
1889	0.4143154035
1890	0.4143102668
1891	0.4143059715
1892	0.4143016357
1893	0.4142976466
1894	0.4142912604
1895	0.4142843296
1896	0.4142806069
1897	0.414273935
1898	0.4142685461
1899	0.4142625221
1900	0.4142561127
1901	0.4142491804
1902	0.4142409956
1903	0.4142364025
1904	0.4142324975
1905	0.4142280402
1906	0.414220794
1907	0.414213867
1908	0.4142075298
1909	0.414203055
1910	0.4141975442
1911	0.414193116
1912	0.4141874198
1913	0.414180735
1914	0.414175179
1915	0.4141692377
1916	0.4141626696
1917	0.4141554501
1918	0.4141486391
1919	0.4141402796
1920	0.4141323744
1921	0.4141276007
1922	0.4141239197
1923	0.4141157297
1924	0.4141092836
1925	0.4141026902
1926	0.4140981121
1927	0.4140910777
1928	0.4140828121
1929	0.4140786805
1930	0.4140763516
1931	0.4140690585
1932	0.4140636746
1933	0.4140567641
1934	0.414050823
1935	0.4140437901
1936	0.4140371655
1937	0.4140328369
1938	0.4140259174
1939	0.41401972
1940	0.4140142332
1941	0.4140088111
1942	0.4140029167
1943	0.4139965105
1944	0.413989354
1945	0.4139834808
1946	0.4139800904
1947	0.4139732937
1948	0.413966927
1949	0.4139616449
1950	0.4139560394
1951	0.4139511995
1952	0.4139461937
1953	0.4139441644
1954	0.4139390536
1955	0.4139326013
1956	0.4139258519
1957	0.4139191793
1958	0.4139110326
1959	0.4139044733
1960	0.4138988238
1961	0.4138932155
1962	0.4138893551
1963	0.4138828896
1964	0.413877105
1965	0.41386981
1966	0.4138658883
1967	0.4138603172
1968	0.4138546911
1969	0.4138474142
1970	0.4138411265
1971	0.413835821
1972	0.4138288399
1973	0.4138239816
1974	0.4138187305
1975	0.4138119059
1976	0.4138073494
1977	0.4138028857
1978	0.4137955149
1979	0.4137897047
1980	0.4137822474
1981	0.4137765952
1982	0.413769975
1983	0.413768161
1984	0.4137601986
1985	0.4137540496
1986	0.4137487347
1987	0.4137427493
1988	0.4137379724
1989	0.4137322112
1990	0.4137273115
1991	0.4137204939
1992	0.4137135668
1993	0.4137086337
1994	0.4137027203
1995	0.4136968016
1996	0.4136927219
1997	0.4136885011
1998	0.4136811272
1999	0.4136734073
